"Date","Price","Open","High","Low","Change %"
"Nov 07, 2019","1,154.31","1,161.60","1,163.28","1,152.73","-0.53%"
"Nov 08, 2019","1,158.60","1,155.31","1,159.91","1,153.73","0.37%"
"Nov 11, 2019","1,164.45","1,158.70","1,167.35","1,157.88","0.50%"
"Nov 12, 2019","1,165.53","1,165.46","1,166.98","1,159.85","0.09%"
"Nov 13, 2019","1,171.09","1,166.53","1,174.15","1,164.84","0.48%"
"Nov 14, 2019","1,168.08","1,171.48","1,173.17","1,168.19","-0.26%"
"Nov 15, 2019","1,162.65","1,169.08","1,169.90","1,163.06","-0.46%"
"Nov 18, 2019","1,166.23","1,163.70","1,168.16","1,162.19","0.31%"
"Nov 19, 2019","1,167.35","1,167.23","1,170.67","1,165.31","0.10%"
"Nov 20, 2019","1,169.82","1,168.35","1,172.71","1,167.33","0.21%"
"Nov 21, 2019","1,176.45","1,170.82","1,179.55","1,169.80","0.57%"
"Nov 22, 2019","1,179.33","1,176.74","1,181.02","1,174.97","0.24%"
"Nov 25, 2019","1,172.90","1,180.75","1,180.76","1,172.68","-0.55%"
"Nov 26, 2019","1,172.42","1,173.90","1,179.05","1,170.20","-0.04%"
"Nov 27, 2019","1,175.97","1,173.32","1,178.86","1,172.24","0.30%"
"Nov 28, 2019","1,178.09","1,176.98","1,181.04","1,175.86","0.18%"
"Nov 29, 2019","1,180.70","1,178.82","1,182.76","1,177.56","0.22%"
"Dec 02, 2019","1,184.78","1,181.42","1,187.30","1,177.71","0.35%"
"Dec 03, 2019","1,189.36","1,185.78","1,194.02","1,183.86","0.39%"
"Dec 04, 2019","1,191.15","1,189.77","1,196.20","1,188.67","0.15%"
"Dec 05, 2019","1,187.92","1,191.35","1,193.38","1,187.43","-0.27%"
"Dec 06, 2019","1,185.51","1,188.92","1,192.69","1,185.54","-0.20%"
"Dec 09, 2019","1,189.55","1,186.01","1,192.81","1,185.86","0.34%"
"Dec 10, 2019","1,189.49","1,190.54","1,194.32","1,189.19","-0.01%"
"Dec 11, 2019","1,188.61","1,190.49","1,195.58","1,189.15","-0.07%"
"Dec 12, 2019","1,171.89","1,189.61","1,192.16","1,170.51","-1.41%"
"Dec 13, 2019","1,175.57","1,172.89","1,179.03","1,168.32","0.31%"
"Dec 16, 2019","1,167.48","1,176.80","1,177.55","1,167.56","-0.69%"
"Dec 17, 2019","1,163.15","1,168.48","1,170.60","1,162.17","-0.37%"
"Dec 18, 2019","1,166.57","1,164.15","1,169.70","1,162.46","0.29%"
"Dec 19, 2019","1,162.27","1,166.71","1,168.10","1,162.31","-0.37%"
"Dec 20, 2019","1,158.99","1,163.27","1,165.87","1,158.16","-0.28%"
"Dec 23, 2019","1,163.04","1,159.39","1,164.90","1,159.04","0.35%"
"Dec 24, 2019","1,162.52","1,164.04","1,166.10","1,160.35","-0.04%"
"Dec 25, 2019","1,159.76","1,163.52","1,163.81","1,160.71","-0.24%"
"Dec 26, 2019","1,161.30","1,160.76","1,163.52","1,159.65","0.13%"
"Dec 27, 2019","1,158.95","1,162.33","1,162.79","1,158.12","-0.20%"
"Dec 30, 2019","1,156.97","1,160.70","1,161.03","1,154.48","-0.17%"
"Dec 31, 2019","1,154.07","1,157.97","1,159.00","1,152.94","-0.25%"
"Jan 01, 2020","1,154.02","1,155.07","1,155.32","1,154.08","-0.00%"
"Jan 02, 2020","1,157.35","1,155.02","1,161.15","1,153.48","0.29%"
"Jan 03, 2020","1,164.95","1,157.94","1,168.83","1,155.70","0.66%"
"Jan 06, 2020","1,166.94","1,165.89","1,172.99","1,165.78","0.17%"
"Jan 07, 2020","1,167.30","1,167.54","1,168.82","1,163.11","0.03%"
"Jan 08, 2020","1,162.25","1,168.30","1,179.67","1,160.50","-0.43%"
"Jan 09, 2020","1,158.72","1,162.49","1,163.55","1,157.41","-0.30%"
"Jan 10, 2020","1,157.97","1,159.73","1,164.16","1,157.55","-0.06%"
